State,First Year,Last Year,Injury Intent,Race / Ethnicity,Gender,Total Deaths (#),"Age-adjusted Rate (per 100,000)"
Nebraska,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,,
Nebraska,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,,
Nebraska,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,788,7.9
Nebraska,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,719,14.4
Nebraska,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,69,1.5
Nebraska,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,25,5.0
Nebraska,2019,2023,Firearm Suicide,non-Hispanic Black,Male,22,8.6
Nebraska,2019,2023,Firearm Suicide,non-Hispanic Black,Female,,
Nebraska,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,725,9.1
Nebraska,2019,2023,Firearm Suicide,non-Hispanic white,Male,664,16.6
Nebraska,2019,2023,Firearm Suicide,non-Hispanic white,Female,61,1.7
Nebraska,2019,2023,Firearm Suicide,Latinx,All Genders,26,2.3
Nebraska,2019,2023,Firearm Suicide,Latinx,Male,23,3.9
Nebraska,2019,2023,Firearm Suicide,Latinx,Female,,
Nebraska,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,,
Nebraska,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,
Nebraska,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,
Nebraska,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,,
Nebraska,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,
Nebraska,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,0,
Nebraska,2019,2023,Firearm Suicide,More than one race,All Genders,,
Nebraska,2019,2023,Firearm Suicide,More than one race,Male,,
Nebraska,2019,2023,Firearm Suicide,More than one race,Female,0,
Nevada,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,2904,17.9
Nevada,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,2442,30.1
Nevada,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,462,5.7
Nevada,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,446,29.3
Nevada,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,387,50.8
Nevada,2019,2023,All Firearm Deaths,non-Hispanic Black,Female,59,7.7
Nevada,2019,2023,All Firearm Deaths,non-Hispanic white,All Genders,1769,20.7
Nevada,2019,2023,All Firearm Deaths,non-Hispanic white,Male,1479,33.7
Nevada,2019,2023,All Firearm Deaths,non-Hispanic white,Female,290,7.3
Nevada,2019,2023,All Firearm Deaths,Latinx,All Genders,501,10.5
Nevada,2019,2023,All Firearm Deaths,Latinx,Male,419,17.3
Nevada,2019,2023,All Firearm Deaths,Latinx,Female,82,3.6
Nevada,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,22,16.4
Nevada,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,17,
Nevada,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,
Nevada,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,97,6.5
Nevada,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,81,11.9
Nevada,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,16,
Nevada,2019,2023,All Firearm Deaths,More than one race,All Genders,68,14.1
Nevada,2019,2023,All Firearm Deaths,More than one race,Male,58,24.9
Nevada,2019,2023,All Firearm Deaths,More than one race,Female,10,
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,883,5.8
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,724,9.4
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,159,2.0
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,317,20.6
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,278,35.9
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,39,5.1
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,244,3.3
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,184,4.9
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,60,1.6
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,258,5.3
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,211,8.2
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,47,2.1
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,11,
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,28,1.8
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,20,2.9
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,25,4.2
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,23,8.0
Nevada,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,,
Nevada,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,1978,11.8
Nevada,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,1690,20.4
Nevada,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,288,3.5
Nevada,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,125,8.4
Nevada,2019,2023,Firearm Suicide,non-Hispanic Black,Male,106,14.5
Nevada,2019,2023,Firearm Suicide,non-Hispanic Black,Female,19,
Nevada,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,1499,17.1
Nevada,2019,2023,Firearm Suicide,non-Hispanic white,Male,1277,28.4
Nevada,2019,2023,Firearm Suicide,non-Hispanic white,Female,222,5.4
Nevada,2019,2023,Firearm Suicide,Latinx,All Genders,233,5.1
Nevada,2019,2023,Firearm Suicide,Latinx,Male,202,8.8
Nevada,2019,2023,Firearm Suicide,Latinx,Female,31,1.3
Nevada,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,10,
Nevada,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,,
Nevada,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,
Nevada,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,69,4.7
Nevada,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,61,9.0
Nevada,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,
Nevada,2019,2023,Firearm Suicide,More than one race,All Genders,41,9.5
Nevada,2019,2023,Firearm Suicide,More than one race,Male,34,16.7
Nevada,2019,2023,Firearm Suicide,More than one race,Female,,
New Hampshire,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,706,9.5
New Hampshire,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,600,16.2
New Hampshire,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,106,3.0
New Hampshire,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,,
New Hampshire,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,,
New Hampshire,2019,2023,All Firearm Deaths,non-Hispanic Black,Female,,
New Hampshire,2019,2023,All Firearm Deaths,non-Hispanic white,All Genders,667,10.0
New Hampshire,2019,2023,All Firearm Deaths,non-Hispanic white,Male,568,17.1
New Hampshire,2019,2023,All Firearm Deaths,non-Hispanic white,Female,99,3.2
New Hampshire,2019,2023,All Firearm Deaths,Latinx,All Genders,17,
New Hampshire,2019,2023,All Firearm Deaths,Latinx,Male,16,
New Hampshire,2019,2023,All Firearm Deaths,Latinx,Female,,
New Hampshire,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,0,
New Hampshire,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,0,
New Hampshire,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,0,
New Hampshire,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,,
New Hampshire,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,,
New Hampshire,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,0,
New Hampshire,2019,2023,All Firearm Deaths,More than one race,All Genders,,
New Hampshire,2019,2023,All Firearm Deaths,More than one race,Male,,
New Hampshire,2019,2023,All Firearm Deaths,More than one race,Female,,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,83,1.2
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,58,1.8
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,25,0.7
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,71,1.2
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,48,1.6
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,23,0.8
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,0,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,0,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,0,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,0,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,0,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,0,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,0,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,0,
New Hampshire,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,,
New Hampshire,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,617,8.2
New Hampshire,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,536,14.3
New Hampshire,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,81,2.3
New Hampshire,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,,
New Hampshire,2019,2023,Firearm Suicide,non-Hispanic Black,Male,,
New Hampshire,2019,2023,Firearm Suicide,non-Hispanic Black,Female,,
New Hampshire,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,591,8.8
New Hampshire,2019,2023,Firearm Suicide,non-Hispanic white,Male,515,15.3
New Hampshire,2019,2023,Firearm Suicide,non-Hispanic white,Female,76,2.4
New Hampshire,2019,2023,Firearm Suicide,Latinx,All Genders,11,
New Hampshire,2019,2023,Firearm Suicide,Latinx,Male,10,
New Hampshire,2019,2023,Firearm Suicide,Latinx,Female,,
New Hampshire,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,0,
New Hampshire,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,0,
New Hampshire,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,0,
New Hampshire,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,,
New Hampshire,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,
New Hampshire,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,0,
New Hampshire,2019,2023,Firearm Suicide,More than one race,All Genders,,
New Hampshire,2019,2023,Firearm Suicide,More than one race,Male,,
New Hampshire,2019,2023,Firearm Suicide,More than one race,Female,,
New Jersey,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,2184,4.8
New Jersey,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,1960,8.8
New Jersey,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,224,1.0
New Jersey,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,930,15.7
New Jersey,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,850,29.3
New Jersey,2019,2023,All Firearm Deaths,non-Hispanic Black,Female,80,2.7
New Jersey,2019,2023,All Firearm Deaths,non-Hispanic white,All Genders,920,3.2
New Jersey,2019,2023,All Firearm Deaths,non-Hispanic white,Male,810,5.8
New Jersey,2019,2023,All Firearm Deaths,non-Hispanic white,Female,110,0.8
New Jersey,2019,2023,All Firearm Deaths,Latinx,All Genders,293,2.9
New Jersey,2019,2023,All Firearm Deaths,Latinx,Male,267,5.3
New Jersey,2019,2023,All Firearm Deaths,Latinx,Female,26,0.5
New Jersey,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,0,
New Jersey,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,0,
New Jersey,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,0,
New Jersey,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,28,0.6
New Jersey,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,23,1.0
New Jersey,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,
New Jersey,2019,2023,All Firearm Deaths,More than one race,All Genders,13,
New Jersey,2019,2023,All Firearm Deaths,More than one race,Male,10,
New Jersey,2019,2023,All Firearm Deaths,More than one race,Female,,
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,1174,2.8
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,1040,4.9
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,134,0.6
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,830,14.1
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,761,26.2
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,69,2.3
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,103,0.5
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,66,0.6
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,37,0.3
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,217,2.2
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,195,3.8
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,22,0.5
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,0,
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,0,
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,0,
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,13,
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,11,
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,,
New Jersey,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,,
New Jersey,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,992,2.0
New Jersey,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,905,3.8
New Jersey,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,87,0.3
New Jersey,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,94,1.6
New Jersey,2019,2023,Firearm Suicide,non-Hispanic Black,Male,84,3.0
New Jersey,2019,2023,Firearm Suicide,non-Hispanic Black,Female,10,
New Jersey,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,808,2.7
New Jersey,2019,2023,Firearm Suicide,non-Hispanic white,Male,737,5.1
New Jersey,2019,2023,Firearm Suicide,non-Hispanic white,Female,71,0.5
New Jersey,2019,2023,Firearm Suicide,Latinx,All Genders,73,0.7
New Jersey,2019,2023,Firearm Suicide,Latinx,Male,69,1.4
New Jersey,2019,2023,Firearm Suicide,Latinx,Female,,
New Jersey,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,0,
New Jersey,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,0,
New Jersey,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,0,
New Jersey,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,15,
New Jersey,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,14,
New Jersey,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,,
New Jersey,2019,2023,Firearm Suicide,More than one race,All Genders,,
New Jersey,2019,2023,Firearm Suicide,More than one race,Male,,
New Jersey,2019,2023,Firearm Suicide,More than one race,Female,,
New Mexico,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,2629,25.2
New Mexico,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,2236,42.6
New Mexico,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,393,7.6
New Mexico,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,87,42.3
New Mexico,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,79,64.8
New Mexico,2019,2023,All Firearm Deaths,non-Hispanic Black,Female,,
New Mexico,2019,2023,All Firearm Deaths,non-Hispanic white,All Genders,1053,25.4
New Mexico,2019,2023,All Firearm Deaths,non-Hispanic white,Male,875,41.7
New Mexico,2019,2023,All Firearm Deaths,non-Hispanic white,Female,178,8.9
New Mexico,2019,2023,All Firearm Deaths,Latinx,All Genders,1243,23.9
New Mexico,2019,2023,All Firearm Deaths,Latinx,Male,1071,41.0
New Mexico,2019,2023,All Firearm Deaths,Latinx,Female,172,6.8
New Mexico,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,192,20.4
New Mexico,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,169,36.7
New Mexico,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,23,5.0
New Mexico,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,17,
New Mexico,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,14,
New Mexico,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,
New Mexico,2019,2023,All Firearm Deaths,More than one race,All Genders,17,
New Mexico,2019,2023,All Firearm Deaths,More than one race,Male,11,
New Mexico,2019,2023,All Firearm Deaths,More than one race,Female,,
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,1074,11.0
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,890,17.9
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,184,3.8
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,54,25.8
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,50,39.5
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,,
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,192,5.7
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,150,9.0
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,42,2.1
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,701,13.6
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,587,22.4
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,114,4.5
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,105,11.5
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,88,19.5
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,17,
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,,
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,,
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,,
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,,
New Mexico,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,,
New Mexico,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,1482,13.4
New Mexico,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,1288,23.6
New Mexico,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,194,3.6
New Mexico,2019,2023,Firearm Suicide,non-Hispanic Black,All Genders,28,13.9
New Mexico,2019,2023,Firearm Suicide,non-Hispanic Black,Male,27,23.6
New Mexico,2019,2023,Firearm Suicide,non-Hispanic Black,Female,,
New Mexico,2019,2023,Firearm Suicide,non-Hispanic white,All Genders,838,19.0
New Mexico,2019,2023,Firearm Suicide,non-Hispanic white,Male,708,31.6
New Mexico,2019,2023,Firearm Suicide,non-Hispanic white,Female,130,6.4
New Mexico,2019,2023,Firearm Suicide,Latinx,All Genders,508,9.7
New Mexico,2019,2023,Firearm Suicide,Latinx,Male,454,17.4
New Mexico,2019,2023,Firearm Suicide,Latinx,Female,54,2.1
New Mexico,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),All Genders,78,8.0
New Mexico,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Male,73,15.5
New Mexico,2019,2023,Firearm Suicide,American Indian/Alaska Native (non-Hispanic),Female,,
New Mexico,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),All Genders,,
New Mexico,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Male,,
New Mexico,2019,2023,Firearm Suicide,Asian/Pacific Islander (non-Hispanic),Female,0,
New Mexico,2019,2023,Firearm Suicide,More than one race,All Genders,,
New Mexico,2019,2023,Firearm Suicide,More than one race,Male,,
New Mexico,2019,2023,Firearm Suicide,More than one race,Female,,
New York,2019,2023,All Firearm Deaths,All Races/Ethnicities,All Genders,4921,4.9
New York,2019,2023,All Firearm Deaths,All Races/Ethnicities,Male,4467,9.2
New York,2019,2023,All Firearm Deaths,All Races/Ethnicities,Female,454,0.9
New York,2019,2023,All Firearm Deaths,non-Hispanic Black,All Genders,1828,13.0
New York,2019,2023,All Firearm Deaths,non-Hispanic Black,Male,1675,24.6
New York,2019,2023,All Firearm Deaths,non-Hispanic Black,Female,153,2.1
New York,2019,2023,All Firearm Deaths,non-Hispanic white,All Genders,2309,3.8
New York,2019,2023,All Firearm Deaths,non-Hispanic white,Male,2088,7.0
New York,2019,2023,All Firearm Deaths,non-Hispanic white,Female,221,0.8
New York,2019,2023,All Firearm Deaths,Latinx,All Genders,626,3.2
New York,2019,2023,All Firearm Deaths,Latinx,Male,571,5.8
New York,2019,2023,All Firearm Deaths,Latinx,Female,55,0.6
New York,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),All Genders,,
New York,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Male,,
New York,2019,2023,All Firearm Deaths,American Indian/Alaska Native (non-Hispanic),Female,,
New York,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),All Genders,68,0.7
New York,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Male,60,1.3
New York,2019,2023,All Firearm Deaths,Asian/Pacific Islander (non-Hispanic),Female,,
New York,2019,2023,All Firearm Deaths,More than one race,All Genders,51,2.9
New York,2019,2023,All Firearm Deaths,More than one race,Male,41,5.2
New York,2019,2023,All Firearm Deaths,More than one race,Female,10,
New York,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,All Genders,2530,2.7
New York,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Male,2251,4.9
New York,2019,2023,Firearm Homicide (including Legal Intervention),All Races/Ethnicities,Female,279,0.6
New York,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,All Genders,1661,11.9
New York,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Male,1524,22.3
New York,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic Black,Female,137,1.9
New York,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,All Genders,286,0.6
New York,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Male,205,0.8
New York,2019,2023,Firearm Homicide (including Legal Intervention),non-Hispanic white,Female,81,0.3
New York,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,All Genders,492,2.5
New York,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Male,448,4.4
New York,2019,2023,Firearm Homicide (including Legal Intervention),Latinx,Female,44,0.5
New York,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),All Genders,,
New York,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Male,,
New York,2019,2023,Firearm Homicide (including Legal Intervention),American Indian/Alaska Native (non-Hispanic),Female,,
New York,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),All Genders,37,0.4
New York,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Male,31,0.7
New York,2019,2023,Firearm Homicide (including Legal Intervention),Asian/Pacific Islander (non-Hispanic),Female,,
New York,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,All Genders,35,1.9
New York,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Male,26,3.0
New York,2019,2023,Firearm Homicide (including Legal Intervention),More than one race,Female,,
New York,2019,2023,Firearm Suicide,All Races/Ethnicities,All Genders,2339,2.2
New York,2019,2023,Firearm Suicide,All Races/Ethnicities,Male,2172,4.2
New York,2019,2023,Firearm Suicide,All Races/Ethnicities,Female,167,0.3
